,title,imdb_id,id,release_date,runtime,vote_average,vote_count,popularity,budget,revenue,genres,spoken_languages,original_language,production_companies,production_countries,director
2288,Scenes from a Marriage,tt6725014,133919,1974-09-15,169,8.168,280,8.102,150000,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'english_name': 'Swedish', 'iso_639_1': 'sv', 'name': 'svenska'}]",sv,"[{'id': 7445, 'logo_path': None, 'name': 'Cinematograph AB', 'origin_country': 'SE'}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",Ingmar Bergman
2289,Saraband,tt0299478,55650,2003-12-01,120,7.259,83,5.723,0,0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]","[{'english_name': 'Swedish', 'iso_639_1': 'sv', 'name': 'svenska'}]",sv,"[{'id': 2999, 'logo_path': '/zGSqFee9aDgDuLD6vcs2mcJUem4.png', 'name': 'SVT', 'origin_country': 'SE'}, {'id': 119, 'logo_path': '/1di2gITGUZr730AMuMKiCrP90Vl.png', 'name': 'DR', 'origin_country': 'DK'}, {'id': 109843, 'logo_path': '/iwkwIEXWIPApzedElW5sY8LFZSx.png', 'name': 'NRK', 'origin_country': 'NO'}, {'id': 1583, 'logo_path': '/6EFUenZrAK7IBbirooJ4ZLzJpJ5.png', 'name': 'RAI', 'origin_country': 'IT'}, {'id': 135416, 'logo_path': None, 'name': 'Yleisradio (YLE)', 'origin_country': ''}, {'id': 4606, 'logo_path': '/otZHbf1HmzLRQsZFSqJXkf8EHz7.png', 'name': 'ZDF', 'origin_country': 'DE'}]","[{'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'NO', 'name': 'Norway'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",Ingmar Bergman
2290,Inspector Palmu's Error,tt0054001,55398,1960-09-09,109,7.08,25,2.027,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'english_name': 'Finnish', 'iso_639_1': 'fi', 'name': 'suomi'}]",fi,"[{'id': 12982, 'logo_path': '/uxMOBCbDYQesyTz1TmR6OCqz8XH.png', 'name': 'Suomen Filmiteollisuus', 'origin_country': 'FI'}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}]",Matti Kassila
2291,"Vodkaa, komisario Palmu",tt0065187,144724,1969-09-12,100,5.556,9,1.631,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'english_name': 'Finnish', 'iso_639_1': 'fi', 'name': 'suomi'}]",fi,"[{'id': 12986, 'logo_path': '/irP3QrAywIL93PmD9lbhzBMpWau.png', 'name': 'Fennada-Filmi (1950-1983)', 'origin_country': 'FI'}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}]",Matti Kassila
2292,"Gas, Inspector Palmu!",tt0055038,145899,1961-09-15,99,7.389,18,1.516,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'english_name': 'Finnish', 'iso_639_1': 'fi', 'name': 'suomi'}]",fi,"[{'id': 12986, 'logo_path': '/irP3QrAywIL93PmD9lbhzBMpWau.png', 'name': 'Fennada-Filmi (1950-1983)', 'origin_country': 'FI'}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}]",Matti Kassila
2293,"Tähdet kertovat, komisario Palmu",tt0056628,144728,1962-09-07,100,6.625,16,2.913,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'english_name': 'Finnish', 'iso_639_1': 'fi', 'name': 'suomi'}]",fi,"[{'id': 12986, 'logo_path': '/irP3QrAywIL93PmD9lbhzBMpWau.png', 'name': 'Fennada-Filmi (1950-1983)', 'origin_country': 'FI'}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}]",Matti Kassila
2294,Vares: Private Eye,tt0372594,37988,2004-07-22,95,6.1,32,2.139,0,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'english_name': 'Finnish', 'iso_639_1': 'fi', 'name': 'suomi'}]",fi,"[{'id': 6339, 'logo_path': '/ufP8NkiJ9ScGLIKz7J25xKtmVvX.png', 'name': 'Solar Films', 'origin_country': 'FI'}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}]",Aleksi Mäkelä
2295,V2: Dead Angel,tt0489325,29670,2007-01-11,92,5.719,32,1.934,0,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'english_name': 'Finnish', 'iso_639_1': 'fi', 'name': 'suomi'}]",fi,"[{'id': 6339, 'logo_path': '/ufP8NkiJ9ScGLIKz7J25xKtmVvX.png', 'name': 'Solar Films', 'origin_country': 'FI'}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}]",Aleksi Mäkelä
2296,The Flight Before Christmas,tt0885415,25741,2008-09-22,80,5.7,125,9.224,6100000,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Finnish', 'iso_639_1': 'fi', 'name': 'suomi'}]",fi,"[{'id': 3922, 'logo_path': '/uXDOnG25HLnban0UfpRVjxASMWW.png', 'name': 'A. Film Production', 'origin_country': 'DK'}, {'id': 11851, 'logo_path': '/vSYOpJKsujv4m2jSSeFUILOc5F1.png', 'name': 'Anima Vitae', 'origin_country': 'FI'}, {'id': 38775, 'logo_path': None, 'name': 'Cinemaker Oy', 'origin_country': 'FI'}, {'id': 135965, 'logo_path': None, 'name': 'Animaker', 'origin_country': 'FI'}, {'id': 50163, 'logo_path': None, 'name': 'Ulysses Filmproduktion', 'origin_country': 'DE'}, {'id': 29008, 'logo_path': None, 'name': 'Europool', 'origin_country': ''}, {'id': 185323, 'logo_path': None, 'name': 'Magma Films', 'origin_country': 'IE'}, {'id': 758, 'logo_path': '/fft3jrctrZNcgAxgN1w5Givtzip.png', 'name': 'TV 2', 'origin_country': 'DK'}, {'id': 308, 'logo_path': '/e8F3mQM7DkJ5SfYYDp8FYzPBOGX.png', 'name': 'The Weinstein Company', 'origin_country': 'US'}, {'id': 166817, 'logo_path': None, 'name': 'Universum Film (UFA)', 'origin_country': ''}, {'id': 135416, 'logo_path': None, 'name': 'Yleisradio (YLE)', 'origin_country': ''}, {'id': 187421, 'logo_path': None, 'name': 'ZDF Tivi', 'origin_country': ''}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}]",Kari Juusonen
2297,"Niko 2: Little Brother, Big Trouble",tt1856053,141614,2012-10-12,79,5.9,48,9.687,0,17000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","[{'english_name': 'Finnish', 'iso_639_1': 'fi', 'name': 'suomi'}]",fi,"[{'id': 11851, 'logo_path': '/vSYOpJKsujv4m2jSSeFUILOc5F1.png', 'name': 'Anima Vitae', 'origin_country': 'FI'}, {'id': 38773, 'logo_path': None, 'name': 'Ulysses', 'origin_country': 'DE'}, {'id': 38775, 'logo_path': None, 'name': 'Cinemaker Oy', 'origin_country': 'FI'}, {'id': 112750, 'logo_path': None, 'name': 'Tidal Films', 'origin_country': 'IE'}, {'id': 3922, 'logo_path': '/uXDOnG25HLnban0UfpRVjxASMWW.png', 'name': 'A. Film Production', 'origin_country': 'DK'}, {'id': 811, 'logo_path': None, 'name': 'Universum Film', 'origin_country': 'DE'}, {'id': 135965, 'logo_path': None, 'name': 'Animaker', 'origin_country': 'FI'}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}]",Kari Juusonen
2298,La Cage aux Folles,tt0077288,4484,1978-10-25,92,6.874,341,7.965,1100000,20424259,"[{'id': 35, 'name': 'Comedy'}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",fr,"[{'id': 60, 'logo_path': '/1SEj4nyG3JPBSKBbFhtdcHRaIF9.png', 'name': 'United Artists', 'origin_country': 'US'}, {'id': 64, 'logo_path': None, 'name': 'Les Productions Artistes Associés', 'origin_country': 'FR'}, {'id': 16058, 'logo_path': None, 'name': 'Da Ma Produzione', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",Édouard Molinaro
2299,La Cage aux Folles II,tt0080489,11684,1980-12-10,101,6.01,96,9.421,0,6950125,"[{'id': 35, 'name': 'Comedy'}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",fr,"[{'id': 16058, 'logo_path': None, 'name': 'Da Ma Produzione', 'origin_country': ''}, {'id': 64, 'logo_path': None, 'name': 'Les Productions Artistes Associés', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",Édouard Molinaro
2300,La Cage aux Folles 3: The Wedding,tt0088873,78159,1985-11-20,87,5.0,54,4.812,0,345280,"[{'id': 35, 'name': 'Comedy'}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",fr,"[{'id': 23531, 'logo_path': None, 'name': 'Columbia Films', 'origin_country': ''}, {'id': 16058, 'logo_path': None, 'name': 'Da Ma Produzione', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",Georges Lautner
2301,Asterix & Obelix Take on Caesar,tt0133385,9564,1999-02-03,109,5.983,1629,26.61,0,1644060,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]","[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",fr,"[{'id': 1869, 'logo_path': None, 'name': 'AMLF', 'origin_country': 'FR'}, {'id': 23493, 'logo_path': '/lTaLGi7TAvc8zWCdDlEDY24yPAq.png', 'name': 'Bavaria Entertainment', 'origin_country': 'DE'}, {'id': 371, 'logo_path': None, 'name': 'Cecchi Gori Group Tiger Cinematografica', 'origin_country': 'IT'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",Claude Zidi
2302,Asterix & Obelix: Mission Cleopatra,tt0250223,2899,2002-01-30,108,7.366,3018,33.517,58500000,128027976,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]","[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}, {'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'english_name': 'Latin', 'iso_639_1': 'la', 'name': 'Latin'}]",fr,"[{'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 22182, 'logo_path': None, 'name': 'KC Medien', 'origin_country': 'DE'}, {'id': 22370, 'logo_path': None, 'name': 'Katharina', 'origin_country': 'FR'}, {'id': 1992, 'logo_path': '/tGYQyvkKTqAEXidVisQ5FDipKAP.png', 'name': 'La Petite Reine', 'origin_country': 'FR'}, {'id': 82, 'logo_path': None, 'name': 'Renn Productions', 'origin_country': 'FR'}, {'id': 310, 'logo_path': '/4Gp5A4YdjPBfsHT47ngHMaXWmb9.png', 'name': 'CNC', 'origin_country': 'FR'}, {'id': 356, 'logo_path': '/tSJvuFaLIp7l0ONLUiAHA61GbXu.png', 'name': 'TF1 Films Production', 'origin_country': 'FR'}, {'id': 6900, 'logo_path': None, 'name': 'Chez Wam', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",Alain Chabat
2303,Astérix at the Olympic Games,tt0463872,2395,2008-01-30,116,5.189,1739,24.558,97250400,132900000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",fr,"[{'id': 356, 'logo_path': '/tSJvuFaLIp7l0ONLUiAHA61GbXu.png', 'name': 'TF1 Films Production', 'origin_country': 'FR'}, {'id': 47, 'logo_path': '/i7Z9ot2o3N5Sa3HrF09kniFs2y8.png', 'name': 'Constantin Film', 'origin_country': 'DE'}, {'id': 866, 'logo_path': None, 'name': 'Pathé Renn Productions', 'origin_country': 'FR'}, {'id': 1992, 'logo_path': '/tGYQyvkKTqAEXidVisQ5FDipKAP.png', 'name': 'La Petite Reine', 'origin_country': 'FR'}, {'id': 1994, 'logo_path': None, 'name': 'Tri Pictures', 'origin_country': ''}, {'id': 1995, 'logo_path': None, 'name': 'Sorolla Films', 'origin_country': ''}, {'id': 1996, 'logo_path': None, 'name': 'Novo RPI', 'origin_country': ''}, {'id': 8676, 'logo_path': '/5u4GmXn4QMU39GQxGZoGfNtQ23r.png', 'name': 'uFilm', 'origin_country': 'BE'}, {'id': 9335, 'logo_path': None, 'name': 'Canal+ España', 'origin_country': 'ES'}, {'id': 20409, 'logo_path': '/4zc3s2aIeZQfUVxrhr2JJ7TyzFn.png', 'name': 'Les Éditions Albert René', 'origin_country': 'FR'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",Frédéric Forestier
2304,Asterix & Obelix: God Save Britannia,tt1597522,99770,2012-10-17,110,5.103,1132,14.885,61000000,61319383,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",fr,"[{'id': 50093, 'logo_path': None, 'name': 'Stunt Bros', 'origin_country': ''}, {'id': 2927, 'logo_path': None, 'name': 'Fidélité Films', 'origin_country': 'FR'}, {'id': 856, 'logo_path': '/z0vTTWBhZggM09oZWSY3hbXgPKv.png', 'name': 'Wild Bunch', 'origin_country': 'FR'}, {'id': 13170, 'logo_path': None, 'name': 'Cinetotal', 'origin_country': ''}, {'id': 779, 'logo_path': '/KFFOFoztyjV5epvnW5GerPbcvx.png', 'name': 'Lucky Red', 'origin_country': 'IT'}, {'id': 10031, 'logo_path': '/cUOviFxM9l3dYuNeg89giHUaqkd.png', 'name': 'Morena Films', 'origin_country': 'ES'}, {'id': 32328, 'logo_path': None, 'name': 'Saint Sébastien Froissart', 'origin_country': ''}, {'id': 83, 'logo_path': '/9OQ0rm55xtlgX7KcAKMUePJSrQc.png', 'name': 'France 2 Cinéma', 'origin_country': 'FR'}, {'id': 591, 'logo_path': '/q5I5RDwMEiqoNmfaJgd2LraEOJY.png', 'name': 'France 3 Cinéma', 'origin_country': 'FR'}, {'id': 20409, 'logo_path': '/4zc3s2aIeZQfUVxrhr2JJ7TyzFn.png', 'name': 'Les Éditions Albert René', 'origin_country': 'FR'}, {'id': 11620, 'logo_path': '/f3hRdCaK1w9qH1Qs8nLd2L2bae1.png', 'name': 'OCS', 'origin_country': 'FR'}, {'id': 72497, 'logo_path': None, 'name': 'Bruxelles Capitale', 'origin_country': ''}, {'id': 11920, 'logo_path': None, 'name': 'Région Wallone', 'origin_country': ''}, {'id': 1266, 'logo_path': None, 'name': 'Octagon Films', 'origin_country': 'IE'}, {'id': 11199, 'logo_path': '/ursSXLOZaDxiZ84sEgfXbiFnYaa.png', 'name': 'SCOPE Pictures', 'origin_country': 'BE'}, {'id': 7131, 'logo_path': '/eLvjHPYZ12GR58lrDgg6MXZp2a3.png', 'name': 'France Télévisions', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'HU', 'name': 'Hungary'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",Laurent Tirard
2305,Don Camillo,tt0043918,11972,1952-03-28,107,7.696,245,6.77,0,0,"[{'id': 35, 'name': 'Comedy'}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",it,"[{'id': 10882, 'logo_path': None, 'name': 'Francinex', 'origin_country': 'FR'}, {'id': 20994, 'logo_path': None, 'name': 'Amato Film', 'origin_country': 'IT'}, {'id': 1131, 'logo_path': None, 'name': 'Rizzoli Film', 'origin_country': 'IT'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",Julien Duvivier
2306,The Return of Don Camillo,tt0045081,11578,1953-06-05,115,7.182,170,6.313,0,0,"[{'id': 35, 'name': 'Comedy'}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",fr,"[{'id': 10882, 'logo_path': None, 'name': 'Francinex', 'origin_country': 'FR'}, {'id': 1131, 'logo_path': None, 'name': 'Rizzoli Film', 'origin_country': 'IT'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",Julien Duvivier
2307,Fantomas,tt0058089,1871,1964-11-04,104,6.825,624,11.346,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",fr,"[{'id': 1124, 'logo_path': None, 'name': 'P.A.C.', 'origin_country': 'FR'}, {'id': 22396, 'logo_path': None, 'name': 'Société Nouvelle des Établissements Gaumont (SNEG)', 'origin_country': 'FR'}, {'id': 22663, 'logo_path': None, 'name': 'P.C.M. FIlm', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",André Hunebelle
2308,Fantomas vs. Scotland Yard,tt0060400,1875,1967-03-16,104,6.746,433,9.546,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",fr,"[{'id': 249, 'logo_path': None, 'name': 'Société Nouvelle de Cinématographie', 'origin_country': 'FR'}, {'id': 1124, 'logo_path': None, 'name': 'P.A.C.', 'origin_country': 'FR'}, {'id': 1399, 'logo_path': None, 'name': 'Fair Film', 'origin_country': 'IT'}, {'id': 7961, 'logo_path': None, 'name': 'Gaumont International', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",André Hunebelle
2309,Fantomas Unleashed,tt0059168,1870,1965-12-08,105,6.77,430,10.225,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",fr,"[{'id': 9, 'logo_path': '/nda3dTUYdDrJ6rZqBpYvY865aDv.png', 'name': 'Gaumont', 'origin_country': 'FR'}, {'id': 1124, 'logo_path': None, 'name': 'P.A.C.', 'origin_country': 'FR'}, {'id': 16058, 'logo_path': None, 'name': 'Da Ma Produzione', 'origin_country': ''}, {'id': 22665, 'logo_path': None, 'name': 'Victory Film', 'origin_country': ''}, {'id': 22666, 'logo_path': None, 'name': 'Story Film', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",André Hunebelle
2310,A Man and a Woman,tt0061138,42726,1966-05-27,102,7.319,221,5.506,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",fr,"[{'id': 1742, 'logo_path': '/kxKBr4UuwuVdMhuunZ579vWd5in.png', 'name': 'Les Films 13', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",Claude Lelouch
2311,A Man and a Woman: 20 Years Later,tt0092130,76350,1986-05-13,112,5.3,24,4.25,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",fr,"[{'id': 2093, 'logo_path': None, 'name': 'Sofimage', 'origin_country': ''}, {'id': 1742, 'logo_path': '/kxKBr4UuwuVdMhuunZ579vWd5in.png', 'name': 'Les Films 13', 'origin_country': 'FR'}, {'id': 66234, 'logo_path': None, 'name': 'Sofica Cinergie', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",Claude Lelouch
2312,The Best Years of a Life,tt9075612,582887,2019-05-22,90,6.53,82,6.533,0,1873079,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",fr,"[{'id': 83, 'logo_path': '/9OQ0rm55xtlgX7KcAKMUePJSrQc.png', 'name': 'France 2 Cinéma', 'origin_country': 'FR'}, {'id': 1742, 'logo_path': '/kxKBr4UuwuVdMhuunZ579vWd5in.png', 'name': 'Les Films 13', 'origin_country': 'FR'}, {'id': 342, 'logo_path': None, 'name': 'Davis Films', 'origin_country': 'FR'}, {'id': 7131, 'logo_path': '/eLvjHPYZ12GR58lrDgg6MXZp2a3.png', 'name': 'France Télévisions', 'origin_country': 'FR'}, {'id': 114800, 'logo_path': None, 'name': 'SofiTVciné 6', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",Claude Lelouch
2313,2 Days in Paris,tt0841044,1845,2007-02-09,96,6.3,326,9.102,0,19776159,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",en,"[{'id': 702, 'logo_path': None, 'name': '3L Filmproduktion GmbH', 'origin_country': ''}, {'id': 764, 'logo_path': None, 'name': 'Polaris Film Productions', 'origin_country': 'FR'}, {'id': 765, 'logo_path': None, 'name': 'Tempête Sous Un Crâne Productions', 'origin_country': 'FR'}, {'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",Julie Delpy
2314,2 Days in New York,tt1602472,84165,2012-03-28,91,5.7,256,8.05,8000000,1653792,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",en,"[{'id': 765, 'logo_path': None, 'name': 'Tempête Sous Un Crâne Productions', 'origin_country': 'FR'}, {'id': 191, 'logo_path': '/d5tPJd8jGLtJC5cp9NG0HeoTyoe.png', 'name': 'Senator Film', 'origin_country': 'DE'}, {'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'BE', 'name': 'Belgium'}]",Julie Delpy
2315,Serial Teachers,tt2276778,182219,2013-04-17,88,5.465,1128,0.6,12000000,0,"[{'id': 35, 'name': 'Comedy'}]","[{'english_name': 'Czech', 'iso_639_1': 'cs', 'name': 'Český'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",fr,"[{'id': 581, 'logo_path': '/pzJLNyKypqwAgLR4OjmaxA5WEjm.png', 'name': 'UGC', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",Pierre-François Martin-Laval
2316,Serial Teachers 2,tt3713944,325844,2015-07-01,93,5.361,862,5.652,0,0,"[{'id': 35, 'name': 'Comedy'}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",fr,"[{'id': 19037, 'logo_path': '/tceh2aAORA5JxIZSLQ1GkzTBZDL.png', 'name': 'uMedia', 'origin_country': 'BE'}, {'id': 66233, 'logo_path': None, 'name': 'Les Films du Premier', 'origin_country': 'FR'}, {'id': 16259, 'logo_path': None, 'name': 'Poisson Rouge Pictures', 'origin_country': 'GB'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",Pierre-François Martin-Laval
2317,The 400 Blows,tt0053198,147,1959-06-03,99,8.078,1822,12.509,0,0,"[{'id': 18, 'name': 'Drama'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",fr,"[{'id': 53, 'logo_path': '/3cWJikm9MdWCMKdatuk8gDTa5xy.png', 'name': 'Les Films du Carrosse', 'origin_country': 'FR'}, {'id': 10897, 'logo_path': None, 'name': 'Sédif Productions', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",François Truffaut
2318,Stolen Kisses,tt0062695,255,1968-09-04,90,7.307,352,8.906,350000,1500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",fr,"[{'id': 53, 'logo_path': '/3cWJikm9MdWCMKdatuk8gDTa5xy.png', 'name': 'Les Films du Carrosse', 'origin_country': 'FR'}, {'id': 64, 'logo_path': None, 'name': 'Les Productions Artistes Associés', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",François Truffaut
