imdb_id,Movie Budget,Movie Box Office US/CA,Movie Box Office Worldwide,Movie Length,Movie Rating,Movie Director Names,Movie Director Links,Movie Cast Names,Movie Cast Links,Movie Awards
tt0795421,"$52,000,000 (estimated)","$144,169,664","$694,476,782",1h 48m,6.5,Phyllida Lloyd,['https://www.imdb.com/name/nm1630273/'],"Meryl Streep, Pierce Brosnan, Amanda Seyfried","['https://www.imdb.com/name/nm0000658/', 'https://www.imdb.com/name/nm0000112/', 'https://www.imdb.com/name/nm1086543/']","Judy Craymer

Gary Goetzman

Phyllida Lloyd

Catherine Johnson, Benny Andersson

Björn Ulvaeus, Judy Craymer
(producer)"
tt6911608,"$75,000,000 (estimated)","$120,634,935","$402,264,843",1h 54m,6.6,Ol Parker,['https://www.imdb.com/name/nm0662530/'],"Lily James, Amanda Seyfried, Meryl Streep","['https://www.imdb.com/name/nm4141252/', 'https://www.imdb.com/name/nm1086543/', 'https://www.imdb.com/name/nm0000658/']","Excellence in Contemporary Film
Michele Clapton"
tt0078748,"$11,000,000 (estimated)","$81,900,459","$106,285,522",1h 57m,8.5,Ridley Scott,['https://www.imdb.com/name/nm0000631/'],"Sigourney Weaver, Tom Skerritt, John Hurt","['https://www.imdb.com/name/nm0000244/', 'https://www.imdb.com/name/nm0000643/', 'https://www.imdb.com/name/nm0000457/']","Best Effects, Visual Effects
H.R. Giger

Carlo Rambaldi

Brian Johnson

Nick Allder

Dennis Ayling, Best Art Direction-Set Decoration
Michael Seymour

Leslie Dilley

Roger Christian

Ian Whittaker"
tt0090605,"$18,500,000 (estimated)","$85,160,248","$131,060,248",2h 17m,8.4,James Cameron,['https://www.imdb.com/name/nm0000116/'],"Sigourney Weaver, Michael Biehn, Carrie Henn","['https://www.imdb.com/name/nm0000244/', 'https://www.imdb.com/name/nm0000299/', 'https://www.imdb.com/name/nm0001343/']","Best Effects, Sound Effects Editing
Don Sharpe, Best Effects, Visual Effects
Robert Skotak

Stan Winston

John Richardson

Suzanne M. Benson, Best Actress in a Leading Role
Sigourney Weaver, Best Art Direction-Set Decoration
Peter Lamont

Crispian Sallis, Best Sound
Graham V. Hartstone

Nicolas Le Messurier

Michael Carter

Roy Charman, Best Film Editing
Ray Lovejoy, Best Music, Original Score
James Horner"
tt0103644,"$50,000,000 (estimated)","$55,473,545","$159,814,498",1h 54m,6.4,David Fincher,['https://www.imdb.com/name/nm0000399/'],"Sigourney Weaver, Charles S. Dutton, Charles Dance","['https://www.imdb.com/name/nm0000244/', 'https://www.imdb.com/name/nm0001165/', 'https://www.imdb.com/name/nm0001097/']","Best Effects, Visual Effects
Richard Edlund

Alec Gillis

Tom Woodruff Jr.

George Gibbs"
tt0118583,"$75,000,000 (estimated)","$47,795,658","$161,376,069",1h 49m,6.2,Jean-Pierre Jeunet,['https://www.imdb.com/name/nm0000466/'],"Sigourney Weaver, Winona Ryder, Dominique Pinon","['https://www.imdb.com/name/nm0000244/', 'https://www.imdb.com/name/nm0000213/', 'https://www.imdb.com/name/nm0684500/']","Best DVD Collection
            For 
        Alien
            , 
        Aliens
            and 
        Alien³

As part of the ""Alien Anthology""."
tt0055928,"$1,000,000 (estimated)","$16,067,035","$16,117,818",1h 50m,7.2,Terence Young,['https://www.imdb.com/name/nm0950109/'],"Sean Connery, Ursula Andress, Bernard Lee","['https://www.imdb.com/name/nm0000125/', 'https://www.imdb.com/name/nm0000266/', 'https://www.imdb.com/name/nm0496866/']","Best DVD/Blu-Ray Collection
            For 
        Casino Royale
            , 
        Goldfinger
            , 
        Diamonds Are Forever
            , 
        The Man with the Golden Gun
            , 
        Die Another Day
            , 
        The Spy Who Loved Me
            , 
        From Russia with Love
            , 
        Thunderball
            and 
        On Her Majesty's Secret Service


As part of ""Bond 50: The Complete 22 Film Collection"". The films You Only Live Twice (1967), Live ...                More


As part of ""Bond 50: The Complete 22 Film Collection"". The films You Only Live Twice (1967), Live and Let Die (1973), Moonraker (1979), For Your Eyes Only (1981), Octopussy (1983), A View to a Kill (1985), The Living Daylights (1987), Licence to Kill (1989), GoldenEye (1995), Tomorrow Never Dies (1997), The World Is Not Enough (1999) and Quantum of Solace (2008) were also included in the nomination."
tt0057076,"$2,000,000 (estimated)","$24,796,765","$24,809,727",1h 55m,7.4,Terence Young,['https://www.imdb.com/name/nm0950109/'],"Sean Connery, Robert Shaw, Lotte Lenya","['https://www.imdb.com/name/nm0000125/', 'https://www.imdb.com/name/nm0001727/', 'https://www.imdb.com/name/nm0502322/']","Best British Cinematography (Colour)
Ted Moore"
tt2382320,"$250,000,000 (estimated)","$160,891,007","$774,153,007",2h 43m,7.3,Cary Joji Fukunaga,['https://www.imdb.com/name/nm1560977/'],"Daniel Craig, Ana de Armas, Rami Malek","['https://www.imdb.com/name/nm0185819/', 'https://www.imdb.com/name/nm1869101/', 'https://www.imdb.com/name/nm1785339/']","Best Achievement in Music Written for Motion Pictures (Original Song)
Billie Eilish
(music and lyric by)

Finneas O'Connell
(music and lyric by)


For song ""No Time to Die"", Best Achievement in Visual Effects
Charlie Noble

Joel Green

Jonathan Fawkner

Chris Corbould, Best Sound
Simon Hayes

Oliver Tarney

James Harrison

Paul Massey

Mark Taylor"
tt0246460,"$142,000,000 (estimated)","$160,942,139","$431,971,116",2h 13m,6.1,Lee Tamahori,['https://www.imdb.com/name/nm0848414/'],"Pierce Brosnan, Halle Berry, Rosamund Pike","['https://www.imdb.com/name/nm0000112/', 'https://www.imdb.com/name/nm0000932/', 'https://www.imdb.com/name/nm0683253/']","Best DVD/Blu-Ray Collection
            For 
        Dr. No
            , 
        Casino Royale
            , 
        Goldfinger
            , 
        Diamonds Are Forever
            , 
        The Man with the Golden Gun
            , 
        The Spy Who Loved Me
            , 
        From Russia with Love
            , 
        Thunderball
            and 
        On Her Majesty's Secret Service


As part of ""Bond 50: The Complete 22 Film Collection"". The films You Only Live Twice (1967), Live ...                More


As part of ""Bond 50: The Complete 22 Film Collection"". The films You Only Live Twice (1967), Live and Let Die (1973), Moonraker (1979), For Your Eyes Only (1981), Octopussy (1983), A View to a Kill (1985), The Living Daylights (1987), Licence to Kill (1989), GoldenEye (1995), Tomorrow Never Dies (1997), The World Is Not Enough (1999) and Quantum of Solace (2008) were also included in the nomination."
tt0830515,"$200,000,000 (estimated)","$168,368,427","$589,580,482",1h 46m,6.6,Marc Forster,['https://www.imdb.com/name/nm0286975/'],"Daniel Craig, Olga Kurylenko, Mathieu Amalric","['https://www.imdb.com/name/nm0185819/', 'https://www.imdb.com/name/nm1385871/', 'https://www.imdb.com/name/nm0023832/']","Best Sound
Jimmy Boyle

Eddy Joseph

Chris Munro

Mike Prestwood Smith

Mark Taylor, Best Special Visual Effects
Chris Corbould

Kevin Tod Haug"
tt2379713,"$245,000,000 (estimated)","$200,074,609","$880,705,312",2h 28m,6.8,Sam Mendes,['https://www.imdb.com/name/nm0005222/'],"Daniel Craig, Christoph Waltz, Léa Seydoux","['https://www.imdb.com/name/nm0185819/', 'https://www.imdb.com/name/nm0910607/', 'https://www.imdb.com/name/nm2244205/']","Best Achievement in Music Written for Motion Pictures, Original Song
Sam Smith

Jimmy Napes
(as Jimmy Napes)


Song: ""Writing's On The Wall"""
tt1074638,"$200,000,000 (estimated)","$304,360,277","$1,142,471,295",2h 23m,7.8,Sam Mendes,['https://www.imdb.com/name/nm0005222/'],"Daniel Craig, Javier Bardem, Naomie Harris","['https://www.imdb.com/name/nm0185819/', 'https://www.imdb.com/name/nm0000849/', 'https://www.imdb.com/name/nm0365140/']","Best Achievement in Music Written for Motion Pictures, Original Song
Adele

Paul Epworth


For the song ""Skyfall""., Best Achievement in Sound Editing
Per Hallberg

Karen Baker Landers


Tied with Paul N.J. Ottosson for Zero Dark Thirty (2012)., Best Achievement in Cinematography
Roger Deakins, Best Achievement in Music Written for Motion Pictures, Original Score
Thomas Newman, Best Achievement in Sound Mixing
Scott Millan

Greg P. Russell

Stuart Wilson"
tt0113189,"$60,000,000 (estimated)","$106,429,941","$352,194,034",2h 10m,7.2,Martin Campbell,['https://www.imdb.com/name/nm0132709/'],"Pierce Brosnan, Sean Bean, Izabella Scorupco","['https://www.imdb.com/name/nm0000112/', 'https://www.imdb.com/name/nm0000293/', 'https://www.imdb.com/name/nm0001713/']","Best Achievement in Special Effects
Chris Corbould

Derek Meddings

Brian Smithies, Best Sound
Jim Shields

David John

Graham V. Hartstone

John Hayward

Michael Carter"
tt0082398,"$28,000,000 (estimated)","$54,812,802","$54,837,550",2h 7m,6.7,John Glen,['https://www.imdb.com/name/nm0322515/'],"Roger Moore, Carole Bouquet, Topol","['https://www.imdb.com/name/nm0000549/', 'https://www.imdb.com/name/nm0000962/', 'https://www.imdb.com/name/nm0867694/']","Best Music, Original Song
Bill Conti
(music)

Mick Leeson
(lyrics)


For the song ""For Your Eyes Only"""
tt0059800,"$9,000,000 (estimated)","$63,595,658","$63,605,417",2h 10m,6.9,Terence Young,['https://www.imdb.com/name/nm0950109/'],"Sean Connery, Claudine Auger, Adolfo Celi","['https://www.imdb.com/name/nm0000125/', 'https://www.imdb.com/name/nm0000805/', 'https://www.imdb.com/name/nm0148041/']","Best Effects, Special Visual Effects
John Stears"
tt0093428,"$40,000,000 (estimated)","$51,185,897","$51,220,430",2h 10m,6.7,John Glen,['https://www.imdb.com/name/nm0322515/'],"Timothy Dalton, Maryam d'Abo, Jeroen Krabbé","['https://www.imdb.com/name/nm0001096/', 'https://www.imdb.com/name/nm0001881/', 'https://www.imdb.com/name/nm0469103/']",Best Fantasy Film
tt0058150,"$3,000,000 (estimated)","$51,081,062","$51,165,511",1h 50m,7.7,Guy Hamilton,['https://www.imdb.com/name/nm0357891/'],"Sean Connery, Gert Fröbe, Honor Blackman","['https://www.imdb.com/name/nm0000125/', 'https://www.imdb.com/name/nm0002085/', 'https://www.imdb.com/name/nm0000303/']","Best Effects, Sound Effects
Norman Wanstall"
tt0120347,"$110,000,000 (estimated)","$125,304,276","$333,011,068",1h 59m,6.5,Roger Spottiswoode,['https://www.imdb.com/name/nm0006854/'],"Pierce Brosnan, Jonathan Pryce, Michelle Yeoh","['https://www.imdb.com/name/nm0000112/', 'https://www.imdb.com/name/nm0000596/', 'https://www.imdb.com/name/nm0000706/']","Best Actor
Pierce Brosnan, Best Action/Adventure/Thriller Film, Best Supporting Actress
Teri Hatcher, Best Music
David Arnold"
tt0071807,"$7,000,000 (estimated)","$20,972,000","$20,972,000",2h 5m,6.7,Guy Hamilton,['https://www.imdb.com/name/nm0357891/'],"Roger Moore, Christopher Lee, Britt Ekland","['https://www.imdb.com/name/nm0000549/', 'https://www.imdb.com/name/nm0000489/', 'https://www.imdb.com/name/nm0001180/']","Best DVD/Blu-Ray Collection
            For 
        Dr. No
            , 
        Casino Royale
            , 
        Goldfinger
            , 
        Diamonds Are Forever
            , 
        Die Another Day
            , 
        The Spy Who Loved Me
            , 
        From Russia with Love
            , 
        Thunderball
            and 
        On Her Majesty's Secret Service


As part of ""Bond 50: The Complete 22 Film Collection"". The films You Only Live Twice (1967), Live ...                More


As part of ""Bond 50: The Complete 22 Film Collection"". The films You Only Live Twice (1967), Live and Let Die (1973), Moonraker (1979), For Your Eyes Only (1981), Octopussy (1983), A View to a Kill (1985), The Living Daylights (1987), Licence to Kill (1989), GoldenEye (1995), Tomorrow Never Dies (1997), The World Is Not Enough (1999) and Quantum of Solace (2008) were also included in the nomination."
tt0062512,"$9,500,000 (estimated)","$43,084,787","$43,095,926",1h 57m,6.8,Lewis Gilbert,['https://www.imdb.com/name/nm0318150/'],"Sean Connery, Akiko Wakabayashi, Mie Hama","['https://www.imdb.com/name/nm0000125/', 'https://www.imdb.com/name/nm0906686/', 'https://www.imdb.com/name/nm0357240/']","Best British Art Direction (Colour)
Ken Adam"
tt0064757,"$7,000,000 (estimated)","$22,774,493","$22,787,885",2h 22m,6.7,Peter R. Hunt,['https://www.imdb.com/name/nm0402597/'],"George Lazenby, Diana Rigg, Telly Savalas","['https://www.imdb.com/name/nm0493872/', 'https://www.imdb.com/name/nm0001671/', 'https://www.imdb.com/name/nm0001699/']","Best DVD/Blu-Ray Collection
            For 
        Dr. No
            , 
        Casino Royale
            , 
        Goldfinger
            , 
        Diamonds Are Forever
            , 
        The Man with the Golden Gun
            , 
        Die Another Day
            , 
        The Spy Who Loved Me
            , 
        From Russia with Love
            and 
        Thunderball


As part of ""Bond 50: The Complete 22 Film Collection"". The films You Only Live Twice (1967), Live ...                More


As part of ""Bond 50: The Complete 22 Film Collection"". The films You Only Live Twice (1967), Live and Let Die (1973), Moonraker (1979), For Your Eyes Only (1981), Octopussy (1983), A View to a Kill (1985), The Living Daylights (1987), Licence to Kill (1989), GoldenEye (1995), Tomorrow Never Dies (1997), The World Is Not Enough (1999) and Quantum of Solace (2008) were also included in the nomination."
tt0086034,"$27,500,000 (estimated)","$67,893,619","$67,917,094",2h 11m,6.5,John Glen,['https://www.imdb.com/name/nm0322515/'],"Roger Moore, Maud Adams, Louis Jourdan","['https://www.imdb.com/name/nm0000549/', 'https://www.imdb.com/name/nm0000726/', 'https://www.imdb.com/name/nm0431139/']","Best Fantasy Film, Best Supporting Actress
Maud Adams"
tt0070328,"$7,000,000 (estimated)","$35,377,836","$35,382,710",2h 1m,6.7,Guy Hamilton,['https://www.imdb.com/name/nm0357891/'],"Roger Moore, Yaphet Kotto, Jane Seymour","['https://www.imdb.com/name/nm0000549/', 'https://www.imdb.com/name/nm0001433/', 'https://www.imdb.com/name/nm0005412/']","Best Music, Original Song
Paul McCartney

Linda McCartney


For the song ""Live and Let Die""."
tt0090264,"$30,000,000 (estimated)","$50,327,960","$50,337,532",2h 11m,6.3,John Glen,['https://www.imdb.com/name/nm0322515/'],"Roger Moore, Christopher Walken, Tanya Roberts","['https://www.imdb.com/name/nm0000549/', 'https://www.imdb.com/name/nm0000686/', 'https://www.imdb.com/name/nm0000617/']","Best Science Fiction Film, Best Supporting Actress
Grace Jones"
tt0143145,"$135,000,000 (estimated)","$126,943,684","$361,832,400",2h 8m,6.4,Michael Apted,['https://www.imdb.com/name/nm0000776/'],"Pierce Brosnan, Sophie Marceau, Robert Carlyle","['https://www.imdb.com/name/nm0000112/', 'https://www.imdb.com/name/nm0000521/', 'https://www.imdb.com/name/nm0001015/']",Best Action/Adventure/Thriller Film
tt0076752,"$13,500,000 (estimated)","$46,838,673","$46,875,764",2h 5m,7.0,Lewis Gilbert,['https://www.imdb.com/name/nm0318150/'],"Roger Moore, Barbara Bach, Curd Jürgens","['https://www.imdb.com/name/nm0000549/', 'https://www.imdb.com/name/nm0000819/', 'https://www.imdb.com/name/nm0432007/']","Best Art Direction-Set Decoration
Ken Adam

Peter Lamont

Hugh Scaife, Best Music, Original Song
Marvin Hamlisch
(music)

Carole Bayer Sager
(lyrics)


For the song ""Nobody Does It Better""., Best Music, Original Score
Marvin Hamlisch"
tt0066995,"$7,200,000 (estimated)","$43,819,547","$43,829,933",2h,6.5,Guy Hamilton,['https://www.imdb.com/name/nm0357891/'],"Sean Connery, Jill St. John, Charles Gray","['https://www.imdb.com/name/nm0000125/', 'https://www.imdb.com/name/nm0001762/', 'https://www.imdb.com/name/nm0336509/']","Best Sound
Gordon K. McCallum

John W. Mitchell

Al Overton"
tt0097742,"$32,000,000 (estimated)","$34,667,015","$156,167,015",2h 13m,6.6,John Glen,['https://www.imdb.com/name/nm0322515/'],"Timothy Dalton, Robert Davi, Carey Lowell","['https://www.imdb.com/name/nm0001096/', 'https://www.imdb.com/name/nm0001108/', 'https://www.imdb.com/name/nm0000508/']","Best Motion Picture
Richard Maibaum

Michael G. Wilson"
tt0079574,"$34,000,000 (estimated)","$70,308,099","$210,308,099",2h 6m,6.2,Lewis Gilbert,['https://www.imdb.com/name/nm0318150/'],"Roger Moore, Lois Chiles, Michael Lonsdale","['https://www.imdb.com/name/nm0000549/', 'https://www.imdb.com/name/nm0001042/', 'https://www.imdb.com/name/nm0003909/']","Best Effects, Visual Effects
Derek Meddings

Paul Wilson

John Evans"
tt1099212,"$37,000,000 (estimated)","$193,962,473","$408,430,415",2h 2m,5.3,Catherine Hardwicke,['https://www.imdb.com/name/nm0362566/'],"Kristen Stewart, Robert Pattinson, Billy Burke","['https://www.imdb.com/name/nm0829576/', 'https://www.imdb.com/name/nm1500155/', 'https://www.imdb.com/name/nm0121605/']",Best Fantasy Film
tt1259571,"$50,000,000 (estimated)","$297,816,253","$711,025,481",2h 10m,4.7,Chris Weitz,['https://www.imdb.com/name/nm0919363/'],"Kristen Stewart, Robert Pattinson, Taylor Lautner","['https://www.imdb.com/name/nm0829576/', 'https://www.imdb.com/name/nm1500155/', 'https://www.imdb.com/name/nm1210124/']","Best Horror Film, Best Performance by a Younger Actor
Taylor Lautner"
tt1673434,"$120,000,000 (estimated)","$292,324,737","$848,593,948",1h 55m,5.5,Bill Condon,['https://www.imdb.com/name/nm0174374/'],"Kristen Stewart, Robert Pattinson, Taylor Lautner","['https://www.imdb.com/name/nm0829576/', 'https://www.imdb.com/name/nm1500155/', 'https://www.imdb.com/name/nm1210124/']",BAFTA Kids Vote - Feature Film
tt1324999,"$110,000,000 (estimated)","$281,287,133","$712,205,856",1h 57m,4.9,Bill Condon,['https://www.imdb.com/name/nm0174374/'],"Kristen Stewart, Robert Pattinson, Taylor Lautner","['https://www.imdb.com/name/nm0829576/', 'https://www.imdb.com/name/nm1500155/', 'https://www.imdb.com/name/nm1210124/']","Most Egregious Age Difference Between the Leading Man and the Love Interest
Kristen Stewart

Robert Pattinson


Bella (18) and Edward (over 100). Tied with Glenn Close and Mia Wasikowska for Albert Nobbs (2011)."
tt1325004,"$68,000,000 (estimated)","$300,531,751","$698,509,825",2h 4m,5.0,David Slade,['https://www.imdb.com/name/nm1720541/'],"Kristen Stewart, Robert Pattinson, Taylor Lautner","['https://www.imdb.com/name/nm0829576/', 'https://www.imdb.com/name/nm1500155/', 'https://www.imdb.com/name/nm1210124/']",Best Fantasy Film
tt0074751,"$24,000,000 (estimated)","$52,614,445","$52,614,445",2h 14m,5.9,John Guillermin,['https://www.imdb.com/name/nm0347086/'],"Jeff Bridges, Charles Grodin, Jessica Lange","['https://www.imdb.com/name/nm0000313/', 'https://www.imdb.com/name/nm0001301/', 'https://www.imdb.com/name/nm0001448/']","Carlo Rambaldi

Glen Robinson

Frank Van der Veer


For visual effects., Best Cinematography
Richard H. Kline, Best Sound
Harry W. Tetrick

William L. McCaughey

Aaron Rochin

Jack Solomon"
tt0091344,"$10,000,000 (estimated)","$4,711,220","$4,711,220",1h 45m,3.9,John Guillermin,['https://www.imdb.com/name/nm0347086/'],"Brian Kerwin, Linda Hamilton, Peter Elliott","['https://www.imdb.com/name/nm0450116/', 'https://www.imdb.com/name/nm0000157/', 'https://www.imdb.com/name/nm0254590/']","Best Film
John Guillermin"
tt0024593,"$250,000 (estimated)",,,1h 10m,5.6,Ernest B. Schoedsack,['https://www.imdb.com/name/nm0774325/'],"Robert Armstrong, Helen Mack, Frank Reicher","['https://www.imdb.com/name/nm0035877/', 'https://www.imdb.com/name/nm0532997/', 'https://www.imdb.com/name/nm0717046/']","Best DVD/Blu-Ray Collection
            For 
        Mighty Joe Young
            , 
        The Beast from 20,000 Fathoms
            and 
        Them!

As part of the ""Special Effects Collection""."
tt0120611,"$45,000,000 (estimated)","$70,087,718","$131,211,377",2h,7.1,Stephen Norrington,['https://www.imdb.com/name/nm0635759/'],"Wesley Snipes, Stephen Dorff, Kris Kristofferson","['https://www.imdb.com/name/nm0000648/', 'https://www.imdb.com/name/nm0001151/', 'https://www.imdb.com/name/nm0001434/']","Best Horror Film, Best Make-Up
Greg Cannom

Michael Germain"
tt0187738,"$54,000,000 (estimated)","$82,348,319","$155,010,032",1h 57m,6.7,Guillermo del Toro,['https://www.imdb.com/name/nm0868219/'],"Wesley Snipes, Kris Kristofferson, Ron Perlman","['https://www.imdb.com/name/nm0000648/', 'https://www.imdb.com/name/nm0001434/', 'https://www.imdb.com/name/nm0000579/']","Best Horror Film, Best Make-Up
Michelle Taylor

Gary Matanky

Bob Newton

Mark Boley"
tt0359013,"$65,000,000 (estimated)","$52,411,906","$131,977,904",1h 53m,5.8,David S. Goyer,['https://www.imdb.com/name/nm0275286/'],"Wesley Snipes, Kris Kristofferson, Parker Posey","['https://www.imdb.com/name/nm0000648/', 'https://www.imdb.com/name/nm0001434/', 'https://www.imdb.com/name/nm0000205/']",Best Horror Film
tt0105698,"$23,000,000 (estimated)","$36,299,898","$36,299,898",1h 42m,6.1,Roland Emmerich,['https://www.imdb.com/name/nm0000386/'],"Jean-Claude Van Damme, Dolph Lundgren, Ally Walker","['https://www.imdb.com/name/nm0000241/', 'https://www.imdb.com/name/nm0000185/', 'https://www.imdb.com/name/nm0001824/']",
tt1659343,"$10,000,000 (estimated)","$5,460","$1,402,307",1h 54m,5.0,John Hyams,['https://www.imdb.com/name/nm0404882/'],"Jean-Claude Van Damme, Dolph Lundgren, Scott Adkins","['https://www.imdb.com/name/nm0000241/', 'https://www.imdb.com/name/nm0000185/', 'https://www.imdb.com/name/nm0012078/']",
tt0176269,"$45,000,000 (estimated)","$10,667,893","$10,667,893",1h 23m,4.2,Mic Rodgers,['https://www.imdb.com/name/nm0734747/'],"Jean-Claude Van Damme, Bill Goldberg, Heidi Schanz","['https://www.imdb.com/name/nm0000241/', 'https://www.imdb.com/name/nm0004966/', 'https://www.imdb.com/name/nm0770039/']",
tt0114709,"$30,000,000 (estimated)","$223,225,679","$394,436,586",1h 21m,8.3,John Lasseter,['https://www.imdb.com/name/nm0005124/'],"Tom Hanks, Tim Allen, Don Rickles","['https://www.imdb.com/name/nm0000158/', 'https://www.imdb.com/name/nm0000741/', 'https://www.imdb.com/name/nm0725543/']","John Lasseter



For the development and inspired application of techniques that have made possible the first ...                More


For the development and inspired application of techniques that have made possible the first feature-length computer-animated film., Best Writing, Screenplay Written Directly for the Screen
Joss Whedon
(screenplay)

Andrew Stanton
(screenplay/story)

Joel Cohen
(screenplay)

Alec Sokolow
(screenplay)

John Lasseter
(story)

Pete Docter
(story)

Joe Ranft
(story), Best Music, Original Song
Randy Newman


For the song ""You've Got a Friend in Me""., Best Music, Original Musical or Comedy Score
Randy Newman"
tt0120363,"$90,000,000 (estimated)","$245,852,179","$497,375,381",1h 32m,7.9,"John Lasseter, Ash Brannon, Lee Unkrich","['https://www.imdb.com/name/nm0005124/', 'https://www.imdb.com/name/nm0105169/', 'https://www.imdb.com/name/nm0881279/']","Tom Hanks, Tim Allen, Joan Cusack","['https://www.imdb.com/name/nm0000158/', 'https://www.imdb.com/name/nm0000741/', 'https://www.imdb.com/name/nm0000349/']","Best Music, Original Song
Randy Newman


For the song ""When She Loved Me""."
tt0435761,"$200,000,000 (estimated)","$415,004,880","$1,067,316,101",1h 43m,8.3,Lee Unkrich,['https://www.imdb.com/name/nm0881279/'],"Tom Hanks, Tim Allen, Joan Cusack","['https://www.imdb.com/name/nm0000158/', 'https://www.imdb.com/name/nm0000741/', 'https://www.imdb.com/name/nm0000349/']","Best Animated Feature Film of the Year
Lee Unkrich, Best Achievement in Music Written for Motion Pictures, Original Song
Randy Newman


For the song ""We Belong Together""., Best Motion Picture of the Year
Darla K. Anderson, Best Achievement in Sound Editing
Tom Myers

Michael Silvers, Best Writing, Adapted Screenplay
Michael Arndt
(screenplay)

John Lasseter
(story)

Andrew Stanton
(story)

Lee Unkrich
(story)"
tt1979376,"$200,000,000 (estimated)","$434,038,008","$1,073,841,394",1h 40m,7.7,Josh Cooley,['https://www.imdb.com/name/nm2155757/'],"Tom Hanks, Tim Allen, Annie Potts","['https://www.imdb.com/name/nm0000158/', 'https://www.imdb.com/name/nm0000741/', 'https://www.imdb.com/name/nm0001633/']","Best Animated Feature Film
Josh Cooley

Mark Nielsen

Jonas Rivera, Best Achievement in Music Written for Motion Pictures (Original Song)
Randy Newman


For song ""I Can't Let You Throw Yourself Away"""
tt0418279,"$150,000,000 (estimated)","$319,246,193","$709,709,780",2h 24m,7.0,Michael Bay,['https://www.imdb.com/name/nm0000881/'],"Shia LaBeouf, Megan Fox, Josh Duhamel","['https://www.imdb.com/name/nm0479471/', 'https://www.imdb.com/name/nm1083271/', 'https://www.imdb.com/name/nm0241049/']","Best Achievement in Sound Mixing
Kevin O'Connell

Greg P. Russell

Peter J. Devlin, Best Achievement in Sound Editing
Ethan Van der Ryn

Mike Hopkins, Best Achievement in Visual Effects
Scott Farrar

Scott Benza

Russell Earl

John Frazier"
tt1055369,"$200,000,000 (estimated)","$402,111,870","$836,303,693",2h 29m,5.9,Michael Bay,['https://www.imdb.com/name/nm0000881/'],"Shia LaBeouf, Megan Fox, Josh Duhamel","['https://www.imdb.com/name/nm0479471/', 'https://www.imdb.com/name/nm1083271/', 'https://www.imdb.com/name/nm0241049/']","Best Achievement in Sound Mixing
Greg P. Russell

Gary Summers

Geoffrey Patterson"
tt1399103,"$195,000,000 (estimated)","$352,390,543","$1,123,794,079",2h 34m,6.2,Michael Bay,['https://www.imdb.com/name/nm0000881/'],"Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson","['https://www.imdb.com/name/nm0479471/', 'https://www.imdb.com/name/nm2492819/', 'https://www.imdb.com/name/nm0879085/']","Best Achievement in Sound Mixing
Greg P. Russell

Gary Summers

Jeffrey J. Haboush

Peter J. Devlin, Best Achievement in Sound Editing
Ethan Van der Ryn

Erik Aadahl, Best Achievement in Visual Effects
Scott Farrar

Scott Benza

Matthew E. Butler

John Frazier"
tt3371366,"$217,000,000 (estimated)","$130,168,683","$605,425,157",2h 34m,5.2,Michael Bay,['https://www.imdb.com/name/nm0000881/'],"Mark Wahlberg, Anthony Hopkins, Josh Duhamel","['https://www.imdb.com/name/nm0000242/', 'https://www.imdb.com/name/nm0000164/', 'https://www.imdb.com/name/nm0241049/']",Worst Movie of the Year
tt2109248,"$210,000,000 (estimated)","$245,439,076","$1,104,054,072",2h 45m,5.6,Michael Bay,['https://www.imdb.com/name/nm0000881/'],"Mark Wahlberg, Nicola Peltz Beckham, Jack Reynor","['https://www.imdb.com/name/nm0000242/', 'https://www.imdb.com/name/nm2443758/', 'https://www.imdb.com/name/nm2930503/']","Outstanding Achievement in Animated Effects in a Live Action Production
Michael Balog

Jim Van Allen

Rick Hankins

John Hansen"
tt0317219,"$120,000,000 (estimated)","$244,082,982","$461,991,867",1h 57m,7.2,"John Lasseter, Joe Ranft","['https://www.imdb.com/name/nm0005124/', 'https://www.imdb.com/name/nm0710020/']","Owen Wilson, Bonnie Hunt, Paul Newman","['https://www.imdb.com/name/nm0005562/', 'https://www.imdb.com/name/nm0001372/', 'https://www.imdb.com/name/nm0000056/']","Best Achievement in Music Written for Motion Pictures, Original Song
Randy Newman


For the song ""Our Town""., Best Animated Feature Film of the Year
John Lasseter"
tt1216475,"$200,000,000 (estimated)","$191,452,396","$559,852,396",1h 46m,6.2,"John Lasseter, Bradford Lewis","['https://www.imdb.com/name/nm0005124/', 'https://www.imdb.com/name/nm0506977/']","Owen Wilson, Larry the Cable Guy, Michael Caine","['https://www.imdb.com/name/nm0005562/', 'https://www.imdb.com/name/nm1249256/', 'https://www.imdb.com/name/nm0000323/']",Best Animated Film
tt3606752,"$175,000,000 (estimated)","$152,901,115","$383,930,656",1h 42m,6.7,Brian Fee,['https://www.imdb.com/name/nm0270263/'],"Owen Wilson, Cristela Alonzo, Chris Cooper","['https://www.imdb.com/name/nm0005562/', 'https://www.imdb.com/name/nm2242399/', 'https://www.imdb.com/name/nm0177933/']",Best Animated Film
