oIMDb,rIMDb,Original Budget,Original Box Office US/CA,Original Box Office Worldwide,Original Length,Original Rating,Original Director Names,Original Director Links,Original Cast Names,Original Cast Links,Original Awards,Remade Budget,Remade Box Office US/CA,Remade Box Office Worldwide,Remade Length,Remade Rating,Remade Director Names,Remade Director Links,Remade Cast Names,Remade Cast Links,Remade Awards
tt0067800,tt0999913,"$3,251,794 (estimated)",,,1h 53m,7.4,Sam Peckinpah,['https://www.imdb.com/name/nm0001603/'],"Dustin Hoffman, Susan George, Peter Vaughan","['https://www.imdb.com/name/nm0000163/', 'https://www.imdb.com/name/nm0001265/', 'https://www.imdb.com/name/nm0891092/']","Best Music, Original Dramatic Score
Jerry Fielding","$25,000,000 (estimated)","$10,324,441","$11,168,712",1h 50m,5.8,Rod Lurie,['https://www.imdb.com/name/nm0527109/'],"James Marsden, Kate Bosworth, Alexander Skarsgård","['https://www.imdb.com/name/nm0005188/', 'https://www.imdb.com/name/nm0098378/', 'https://www.imdb.com/name/nm0002907/']","Best Supporting Actor
Alexander Skarsgård"
tt0051028,tt0086809,,,,2h 10m,6.2,Henry King,['https://www.imdb.com/name/nm0454771/'],"Tyrone Power, Ava Gardner, Errol Flynn","['https://www.imdb.com/name/nm0000061/', 'https://www.imdb.com/name/nm0001257/', 'https://www.imdb.com/name/nm0001224/']",,,,,4h,6.1,"Hart Bochner, Jane Seymour, Robert Carradine","['https://www.imdb.com/name/nm0000952/', 'https://www.imdb.com/name/nm0005412/', 'https://www.imdb.com/name/nm0001019/']","Hart Bochner, Jane Seymour, Robert Carradine","['https://www.imdb.com/name/nm0000952/', 'https://www.imdb.com/name/nm0005412/', 'https://www.imdb.com/name/nm0001019/']",
tt0076786,tt1034415,,,"$21,760",1h 39m,7.3,Dario Argento,['https://www.imdb.com/name/nm0000783/'],"Jessica Harper, Stefania Casini, Flavio Bucci","['https://www.imdb.com/name/nm0363888/', 'https://www.imdb.com/name/nm0143743/', 'https://www.imdb.com/name/nm0117885/']","Best DVD/Blu-Ray Special Edition Release

For the 40th Anniversary Edition.","$20,000,000 (estimated)","$2,483,472","$7,942,093",2h 32m,6.7,Luca Guadagnino,['https://www.imdb.com/name/nm0345174/'],"Chloë Grace Moretz, Tilda Swinton, Doris Hick","['https://www.imdb.com/name/nm1631269/', 'https://www.imdb.com/name/nm0842770/', 'https://www.imdb.com/name/nm0382566/']","Best Make-Up
Mark Coulier

Fernanda Perez"
tt0034251,tt0044859,"$601,900 (estimated)",,,1h 28m,7.0,"Jean Renoir, Irving Pichel","['https://www.imdb.com/name/nm0719756/', 'https://www.imdb.com/name/nm0681635/']","Walter Brennan, Walter Huston, Anne Baxter","['https://www.imdb.com/name/nm0000974/', 'https://www.imdb.com/name/nm0404158/', 'https://www.imdb.com/name/nm0000879/']",,,,,1h 33m,6.4,Jean Negulesco,['https://www.imdb.com/name/nm0624535/'],"Jean Peters, Jeffrey Hunter, Constance Smith","['https://www.imdb.com/name/nm0676492/', 'https://www.imdb.com/name/nm0001374/', 'https://www.imdb.com/name/nm0807761/']",
tt0016409,tt0049815,,"$174,429",,1h 25m,6.4,Dimitri Buchowetzki,['https://www.imdb.com/name/nm0118266/'],"Frances Howard, Adolphe Menjou, Ricardo Cortez","['https://www.imdb.com/name/nm0397291/', 'https://www.imdb.com/name/nm0579663/', 'https://www.imdb.com/name/nm0007220/']",,,,,1h 44m,6.4,Charles Vidor,['https://www.imdb.com/name/nm0896533/'],"Grace Kelly, Alec Guinness, Louis Jourdan","['https://www.imdb.com/name/nm0000038/', 'https://www.imdb.com/name/nm0000027/', 'https://www.imdb.com/name/nm0431139/']",
tt0063661,tt0230838,,"$2,180,000",,1h 54m,6.8,Robert Ellis Miller,['https://www.imdb.com/name/nm0589228/'],"Sandy Dennis, Anthony Newley, Theodore Bikel","['https://www.imdb.com/name/nm0006800/', 'https://www.imdb.com/name/nm0627969/', 'https://www.imdb.com/name/nm0000942/']",,"$40,000,000 (estimated)","$25,288,103","$65,754,228",1h 59m,6.7,Pat O'Connor,['https://www.imdb.com/name/nm0640466/'],"Keanu Reeves, Charlize Theron, Jason Isaacs","['https://www.imdb.com/name/nm0000206/', 'https://www.imdb.com/name/nm0000234/', 'https://www.imdb.com/name/nm0005042/']","Worst Actor
Keanu Reeves

            For 
        Hard Ball, Worst Actress
Charlize Theron, Worst Remake or Sequel"
tt0073817,tt0291502,,"$7,876","$7,876",1h 54m,7.5,Lina Wertmüller,['https://www.imdb.com/name/nm0921631/'],"Giancarlo Giannini, Mariangela Melato, Riccardo Salvino","['https://www.imdb.com/name/nm0316284/', 'https://www.imdb.com/name/nm0577423/', 'https://www.imdb.com/name/nm0759477/']","Best Music (Migliore Musica)
Piero Piccioni","$10,000,000 (estimated)","$598,645","$1,036,520",1h 29m,3.6,Guy Ritchie,['https://www.imdb.com/name/nm0005363/'],"Madonna, Adriano Giannini, Bruce Greenwood","['https://www.imdb.com/name/nm0000187/', 'https://www.imdb.com/name/nm0316271/', 'https://www.imdb.com/name/nm0339304/']","Worst Picture of the Decade

Nominated for 9 Razzies, ""winner"" of 5., Worst Actress of the Decade
Madonna

            For 
        Die Another Day
            and 
        The Next Best Thing

Nominated for 6 ""achievements"", ""winner"" of 4 Razzies."
tt0072251,tt0140594,"$5,000,000 (estimated)",,,1h 44m,7.6,Joseph Sargent,['https://www.imdb.com/name/nm0765121/'],"Walter Matthau, Robert Shaw, Martin Balsam","['https://www.imdb.com/name/nm0000527/', 'https://www.imdb.com/name/nm0001727/', 'https://www.imdb.com/name/nm0000842/']","David Shire, Best Supporting Actor
Martin Balsam",,,,1h 40m,5.2,Félix Enríquez Alcalá,['https://www.imdb.com/name/nm0258066/'],"Edward James Olmos, Vincent D'Onofrio, Donnie Wahlberg","['https://www.imdb.com/name/nm0001579/', 'https://www.imdb.com/name/nm0000352/', 'https://www.imdb.com/name/nm0005531/']","Outstanding Individual Performance in a Made-for-Television Movie or Mini-Series in a Crossover Role
Edward James Olmos, Outstanding Actress in Made-for Television Movie or Mini-Series
Lisa Vidal"
tt0072251,tt1111422,"$5,000,000 (estimated)",,,1h 44m,7.6,Joseph Sargent,['https://www.imdb.com/name/nm0765121/'],"Walter Matthau, Robert Shaw, Martin Balsam","['https://www.imdb.com/name/nm0000527/', 'https://www.imdb.com/name/nm0001727/', 'https://www.imdb.com/name/nm0000842/']","David Shire, Best Supporting Actor
Martin Balsam","$100,000,000 (estimated)","$65,452,312","$150,166,126",1h 46m,6.4,Tony Scott,['https://www.imdb.com/name/nm0001716/'],"Denzel Washington, John Travolta, Luis Guzmán","['https://www.imdb.com/name/nm0000243/', 'https://www.imdb.com/name/nm0000237/', 'https://www.imdb.com/name/nm0350079/']","Best Supporting Actor
John Travolta"
tt0068655,tt0089543,,"$404,540",,1h 30m,7.2,Yves Robert,['https://www.imdb.com/name/nm0002216/'],"Pierre Richard, Bernard Blier, Jean Rochefort","['https://www.imdb.com/name/nm0007069/', 'https://www.imdb.com/name/nm0088396/', 'https://www.imdb.com/name/nm0734000/']","Yves Robert, Yves Robert","$16,000,000 (estimated)","$8,645,411","$8,645,411",1h 32m,5.7,Stan Dragoti,['https://www.imdb.com/name/nm0236769/'],"Tom Hanks, Lori Singer, Dabney Coleman","['https://www.imdb.com/name/nm0000158/', 'https://www.imdb.com/name/nm0001742/', 'https://www.imdb.com/name/nm0001056/']",
tt0023551,tt0053335,"$652,675 (estimated)",,,1h 40m,7.0,W.S. Van Dyke,['https://www.imdb.com/name/nm0886754/'],"Johnny Weissmuller, Neil Hamilton, C. Aubrey Smith","['https://www.imdb.com/name/nm0919321/', 'https://www.imdb.com/name/nm0358076/', 'https://www.imdb.com/name/nm0807580/']","Best DVD Collection
            For 
        Tarzan Escapes
            , 
        Tarzan and His Mate
            , 
        Tarzan Finds a Son!
            , 
        Tarzan's Secret Treasure
            and 
        Tarzan's New York Adventure

As a part of ""The Tarzan Collection Starring Johnny Weissmuller"".",,"$1,438,800","$3,727,800",1h 22m,3.8,Joseph M. Newman,['https://www.imdb.com/name/nm0628149/'],"Denny Miller, Cesare Danova, Joanna Barnes","['https://www.imdb.com/name/nm0588225/', 'https://www.imdb.com/name/nm0200488/', 'https://www.imdb.com/name/nm0055645/']",
tt0152930,tt0316732,"FRF 53,000,000 (estimated)",,,1h 26m,7.0,Gérard Pirès,['https://www.imdb.com/name/nm0000091/'],"Samy Naceri, Frédéric Diefenthal, Marion Cotillard","['https://www.imdb.com/name/nm0618651/', 'https://www.imdb.com/name/nm0225899/', 'https://www.imdb.com/name/nm0182839/']",Best Movie Soundtrack,"$25,000,000 (estimated)","$36,879,320","$71,255,003",1h 37m,4.5,Tim Story,['https://www.imdb.com/name/nm1103162/'],"Queen Latifah, Jimmy Fallon, Gisele Bündchen","['https://www.imdb.com/name/nm0001451/', 'https://www.imdb.com/name/nm0266422/', 'https://www.imdb.com/name/nm1014528/']","Best Actress
Queen Latifah

            For 
        The Cookout
            and 
        Beauty Shop"
tt0049833,tt0049833,"$13,282,712 (estimated)","$65,500,000","$65,500,000",3h 40m,7.9,Cecil B. DeMille,['https://www.imdb.com/name/nm0001124/'],"Charlton Heston, Yul Brynner, Anne Baxter","['https://www.imdb.com/name/nm0000032/', 'https://www.imdb.com/name/nm0000989/', 'https://www.imdb.com/name/nm0000879/']","Best Effects, Special Effects
John P. Fulton, Best Picture
Cecil B. DeMille, Best Cinematography, Color
Loyal Griggs, Best Art Direction-Set Decoration, Color
Hal Pereira

Walter H. Tyler

Albert Nozaki

Sam Comer

Ray Moyer, Best Costume Design, Color
Edith Head

Ralph Jester

John Jensen

Dorothy Jeakins

Arnold Friberg, Best Sound, Recording
Loren L. Ryder
(Paramount SSD), Best Film Editing
Anne Bauchens","$13,282,712 (estimated)","$65,500,000","$65,500,000",3h 40m,7.9,Cecil B. DeMille,['https://www.imdb.com/name/nm0001124/'],"Charlton Heston, Yul Brynner, Anne Baxter","['https://www.imdb.com/name/nm0000032/', 'https://www.imdb.com/name/nm0000989/', 'https://www.imdb.com/name/nm0000879/']","Best Effects, Special Effects
John P. Fulton, Best Picture
Cecil B. DeMille, Best Cinematography, Color
Loyal Griggs, Best Art Direction-Set Decoration, Color
Hal Pereira

Walter H. Tyler

Albert Nozaki

Sam Comer

Ray Moyer, Best Costume Design, Color
Edith Head

Ralph Jester

John Jensen

Dorothy Jeakins

Arnold Friberg, Best Sound, Recording
Loren L. Ryder
(Paramount SSD), Best Film Editing
Anne Bauchens"
tt0072271,tt0324216,"$300,000 (estimated)","$30,859,000","$30,860,378",1h 23m,7.4,Tobe Hooper,['https://www.imdb.com/name/nm0001361/'],"Marilyn Burns, Edwin Neal, Allen Danziger","['https://www.imdb.com/name/nm0122782/', 'https://www.imdb.com/name/nm0623605/', 'https://www.imdb.com/name/nm0200758/']","Best DVD/Blu-Ray Special Edition Release

For the ""40th Anniversary Collector's Edition"" release.","$9,500,000 (estimated)","$80,571,655","$107,363,905",1h 38m,6.2,Marcus Nispel,['https://www.imdb.com/name/nm1197971/'],"Jessica Biel, Jonathan Tucker, Andrew Bryniarski","['https://www.imdb.com/name/nm0004754/', 'https://www.imdb.com/name/nm0006958/', 'https://www.imdb.com/name/nm0117420/']","Best Horror Film, Best Actress
Jessica Biel"
tt0059793,tt10515520,,"$28,062,222",,1h 56m,6.7,Robert Stevenson,['https://www.imdb.com/name/nm0829038/'],"Hayley Mills, Dean Jones, Dorothy Provine","['https://www.imdb.com/name/nm0001539/', 'https://www.imdb.com/name/nm0427894/', 'https://www.imdb.com/name/nm0699063/']","Best Motion Picture
Gordon Gordon

Mildred Gordon

Bill Walsh",,,,37m,7.4,Doug Walker,['https://www.imdb.com/name/nm3766090/'],"Doug Walker, Malcolm Ray, Tamara Chambers","['https://www.imdb.com/name/nm3766090/', 'https://www.imdb.com/name/nm5384050/', 'https://www.imdb.com/name/nm5604534/']",
tt0015400,tt0033152,"$1,135,654 (estimated)",,,2h 35m,7.7,Raoul Walsh,['https://www.imdb.com/name/nm0909825/'],"Douglas Fairbanks, Julanne Johnston, Snitz Edwards","['https://www.imdb.com/name/nm0001196/', 'https://www.imdb.com/name/nm0426710/', 'https://www.imdb.com/name/nm0250366/']","Best Entertaining Film
Raoul Walsh",,"$2,180,000",,1h 46m,7.4,"Ludwig Berger, Michael Powell, Tim Whelan","['https://www.imdb.com/name/nm0003490/', 'https://www.imdb.com/name/nm0003836/', 'https://www.imdb.com/name/nm0924065/']","Conrad Veidt, Sabu, June Duprez","['https://www.imdb.com/name/nm0891998/', 'https://www.imdb.com/name/nm0754942/', 'https://www.imdb.com/name/nm0243454/']","Best Cinematography, Color
Georges Périnal, Best Art Direction, Color
Vincent Korda, Best Effects, Special Effects
Lawrence W. Butler
(photographic)

Jack Whitney
(sound), Best Music, Original Score
Miklós Rózsa"
tt0015400,tt0053625,"$1,135,654 (estimated)",,,2h 35m,7.7,Raoul Walsh,['https://www.imdb.com/name/nm0909825/'],"Douglas Fairbanks, Julanne Johnston, Snitz Edwards","['https://www.imdb.com/name/nm0001196/', 'https://www.imdb.com/name/nm0426710/', 'https://www.imdb.com/name/nm0250366/']","Best Entertaining Film
Raoul Walsh",,,,2h 49m,7.1,"T.P. Sundaram, T.R. Sundaram","['https://www.imdb.com/name/nm14525643/', 'https://www.imdb.com/name/nm0839046/']","M.G. Ramachandran, Vyjayanthimala, T.S. Balaiah","['https://www.imdb.com/name/nm0707901/', 'https://www.imdb.com/name/nm0904537/', 'https://www.imdb.com/name/nm0049382/']",
tt0015400,tt0054013,"$1,135,654 (estimated)",,,2h 35m,7.7,Raoul Walsh,['https://www.imdb.com/name/nm0909825/'],"Douglas Fairbanks, Julanne Johnston, Snitz Edwards","['https://www.imdb.com/name/nm0001196/', 'https://www.imdb.com/name/nm0426710/', 'https://www.imdb.com/name/nm0250366/']","Best Entertaining Film
Raoul Walsh",,,,1h 40m,6.2,"Bruno Vailati, Arthur Lubin","['https://www.imdb.com/name/nm0883213/', 'https://www.imdb.com/name/nm0523893/']","Steve Reeves, Giorgia Moll, Arturo Dominici","['https://www.imdb.com/name/nm0716302/', 'https://www.imdb.com/name/nm0596968/', 'https://www.imdb.com/name/nm0231572/']",
tt0044121,tt0084787,"$1,600,000 (estimated)",,,1h 27m,7.1,"Christian Nyby, Howard Hawks","['https://www.imdb.com/name/nm0638528/', 'https://www.imdb.com/name/nm0001328/']","Kenneth Tobey, Margaret Sheridan, James Arness","['https://www.imdb.com/name/nm0864851/', 'https://www.imdb.com/name/nm0792212/', 'https://www.imdb.com/name/nm0000790/']",,"$15,000,000 (estimated)","$19,629,760","$19,632,715",1h 49m,8.2,John Carpenter,['https://www.imdb.com/name/nm0000118/'],"Kurt Russell, Wilford Brimley, Keith David","['https://www.imdb.com/name/nm0000621/', 'https://www.imdb.com/name/nm0000979/', 'https://www.imdb.com/name/nm0202966/']","Best Horror Film, Best Special Effects
Rob Bottin"
tt0044121,tt0905372,"$1,600,000 (estimated)",,,1h 27m,7.1,"Christian Nyby, Howard Hawks","['https://www.imdb.com/name/nm0638528/', 'https://www.imdb.com/name/nm0001328/']","Kenneth Tobey, Margaret Sheridan, James Arness","['https://www.imdb.com/name/nm0864851/', 'https://www.imdb.com/name/nm0792212/', 'https://www.imdb.com/name/nm0000790/']",,"$38,000,000 (estimated)","$16,928,670","$31,505,287",1h 43m,6.2,Matthijs van Heijningen Jr.,['https://www.imdb.com/name/nm0374048/'],"Mary Elizabeth Winstead, Joel Edgerton, Ulrich Thomsen","['https://www.imdb.com/name/nm0935541/', 'https://www.imdb.com/name/nm0249291/', 'https://www.imdb.com/name/nm0860947/']","Best Horror/Thriller Film, Best Make-Up
Tom Woodruff Jr.

Alec Gillis"
tt0064165,tt0110146,,"$5,063","$5,063",1h 29m,7.5,Claude Sautet,['https://www.imdb.com/name/nm0767110/'],"Michel Piccoli, Romy Schneider, Gérard Lartigau","['https://www.imdb.com/name/nm0681566/', 'https://www.imdb.com/name/nm0002769/', 'https://www.imdb.com/name/nm0489311/']",Claude Sautet,"$45,000,000 (estimated)","$21,355,893","$21,355,893",1h 38m,5.3,Mark Rydell,['https://www.imdb.com/name/nm0041932/'],"Richard Gere, Sharon Stone, Lolita Davidovich","['https://www.imdb.com/name/nm0000152/', 'https://www.imdb.com/name/nm0000232/', 'https://www.imdb.com/name/nm0000357/']","Worst Actress
Sharon Stone

            For 
        The Specialist"
tt0023583,tt0036189,,,,1h 9m,5.7,Albert Ray,['https://www.imdb.com/name/nm0712730/'],"Ginger Rogers, Lyle Talbot, J. Farrell MacDonald","['https://www.imdb.com/name/nm0001677/', 'https://www.imdb.com/name/nm0847939/', 'https://www.imdb.com/name/nm0531759/']",,,,,1h,5.4,William Beaudine,['https://www.imdb.com/name/nm0064415/'],"Helen Parrish, Dick Purcell, Tim Ryan","['https://www.imdb.com/name/nm0663540/', 'https://www.imdb.com/name/nm0700711/', 'https://www.imdb.com/name/nm0752878/']",
tt0028356,tt0054743,,,,1h 33m,7.4,William Wyler,['https://www.imdb.com/name/nm0943758/'],"Miriam Hopkins, Merle Oberon, Joel McCrea","['https://www.imdb.com/name/nm0394244/', 'https://www.imdb.com/name/nm0643353/', 'https://www.imdb.com/name/nm0566948/']","Best Actress in a Supporting Role
Bonita Granville","$3,600,000 (estimated)",,,1h 48m,7.8,William Wyler,['https://www.imdb.com/name/nm0943758/'],"Audrey Hepburn, Shirley MacLaine, James Garner","['https://www.imdb.com/name/nm0000030/', 'https://www.imdb.com/name/nm0000511/', 'https://www.imdb.com/name/nm0001258/']","Best Actress in a Supporting Role
Fay Bainter, Best Cinematography, Black-and-White
Franz Planer, Best Art Direction-Set Decoration, Black-and-White
Fernando Carrere

Edward G. Boyle, Best Costume Design, Black-and-White
Dorothy Jeakins, Best Sound
Gordon Sawyer
(Samuel Goldwyn SSD)"
tt0475756,tt0493389,,,,2h 58m,6.4,Perarasu,['https://www.imdb.com/name/nm1896833/'],"Joseph Vijay, Trisha Krishnan, Kota Srinivasa Rao","['https://www.imdb.com/name/nm0897201/', 'https://www.imdb.com/name/nm1375534/', 'https://www.imdb.com/name/nm0004469/']",,,,,2h 55m,4.9,"Srinivasa Rao Bhimaneni, Gridhar, Sippy","['https://www.imdb.com/name/nm0080400/', 'https://www.imdb.com/name/nm2379639/', 'https://www.imdb.com/name/nm2380491/']","Pawan Kalyan, Asin Thottumkal, Sandhya","['https://www.imdb.com/name/nm0436302/', 'https://www.imdb.com/name/nm1821791/', 'https://www.imdb.com/name/nm1886166/']","Best Supporting Actress
Sandhya"
tt0035432,tt0050964,"$500,000 (estimated)",,,1h 21m,7.4,Frank Tuttle,['https://www.imdb.com/name/nm0878338/'],"Alan Ladd, Veronica Lake, Robert Preston","['https://www.imdb.com/name/nm0000042/', 'https://www.imdb.com/name/nm0000043/', 'https://www.imdb.com/name/nm0696481/']","Best Actor
Alan Ladd",,,,1h 29m,5.9,James Cagney,['https://www.imdb.com/name/nm0000010/'],"William Bishop, Robert Ivers, Georgann Johnson","['https://www.imdb.com/name/nm0084219/', 'https://www.imdb.com/name/nm0412251/', 'https://www.imdb.com/name/nm0425133/']",
tt0035432,tt0103080,"$500,000 (estimated)",,,1h 21m,7.4,Frank Tuttle,['https://www.imdb.com/name/nm0878338/'],"Alan Ladd, Veronica Lake, Robert Preston","['https://www.imdb.com/name/nm0000042/', 'https://www.imdb.com/name/nm0000043/', 'https://www.imdb.com/name/nm0696481/']","Best Actor
Alan Ladd",,,,1h 40m,5.7,Lou Antonio,['https://www.imdb.com/name/nm0031398/'],"Robert Wagner, Nancy Everhard, Fredric Lehne","['https://www.imdb.com/name/nm0001822/', 'https://www.imdb.com/name/nm0263583/', 'https://www.imdb.com/name/nm0499791/']",
tt0063688,tt0155267,"$4,300,000 (estimated)",,"$43,050",1h 42m,6.9,Norman Jewison,['https://www.imdb.com/name/nm0422484/'],"Steve McQueen, Faye Dunaway, Paul Burke","['https://www.imdb.com/name/nm0000537/', 'https://www.imdb.com/name/nm0001159/', 'https://www.imdb.com/name/nm0121826/']","Best Music, Original Song
Michel Legrand
(music)

Alan Bergman
(lyrics)

Marilyn Bergman
(lyrics)


For the song ""The Windmills of Your Mind""., Best Music, Original Score for a Motion Picture (not a Musical)
Michel Legrand","$48,000,000 (estimated)","$69,305,181","$124,305,181",1h 53m,6.8,John McTiernan,['https://www.imdb.com/name/nm0001532/'],"Pierce Brosnan, Rene Russo, Denis Leary","['https://www.imdb.com/name/nm0000112/', 'https://www.imdb.com/name/nm0000623/', 'https://www.imdb.com/name/nm0001459/']","Favorite Actor - Drama/Romance
Pierce Brosnan, Favorite Supporting Actor - Drama/Romance
Denis Leary, Favorite Actress - Drama/Romance
Rene Russo"
